iyear,gname,count,proportion
2005,Taliban,102,0.11724137931034483
2005,Liberation Tigers of Tamil Eelam (LTTE),91,0.10459770114942529
2005,Revolutionary Armed Forces of Colombia (FARC),28,0.03218390804597701
2005,Communist Party of India - Maoist (CPI-Maoist),7,0.008045977011494253
