iyear,gname,count,proportion
1992,Kurdistan Workers' Party (PKK),331,0.11003989361702128
1992,Shining Path (SL),284,0.09441489361702128
1992,Irish Republican Army (IRA),181,0.06017287234042553
1992,Basque Fatherland and Freedom (ETA),49,0.016289893617021278
1992,Farabundo Marti National Liberation Front (FMLN),8,0.0026595744680851063
