iyear,gname,count,proportion
1984,Shining Path (SL),416,0.19613389910419612
1984,Farabundo Marti National Liberation Front (FMLN),250,0.11786892975011787
1984,Irish Republican Army (IRA),113,0.053276756247053275
1984,Basque Fatherland and Freedom (ETA),78,0.036775106082036775
1984,Kurdistan Workers' Party (PKK),1,0.0004714757190004715
