iyear,gname,count,proportion
2012,Taliban,752,0.21321236178055003
2012,Boko Haram,413,0.11709668273320102
2012,Al-Shabaab,217,0.061525375673376806
2012,New People's Army (NPA),81,0.022965693223702864
