iyear,gname,count,proportion
1980,Basque Fatherland and Freedom (ETA),113,0.0912762520193861
1980,Irish Republican Army (IRA),86,0.06946688206785137
1980,Palestinians,74,0.05977382875605816
1980,Protestant extremists,6,0.004846526655896607
1980,Ulster Volunteer Force (UVF),4,0.0032310177705977385
