iyear,gname,count,proportion
1991,Farabundo Marti National Liberation Front (FMLN),488,0.1517412935323383
1991,Shining Path (SL),423,0.13152985074626866
1991,Irish Republican Army (IRA),200,0.06218905472636816
1991,Basque Fatherland and Freedom (ETA),85,0.02643034825870647
1991,Kurdistan Workers' Party (PKK),80,0.024875621890547265
