iyear,gname,count,proportion
1989,Shining Path (SL),503,0.16352405721716515
1989,Farabundo Marti National Liberation Front (FMLN),333,0.10825747724317296
1989,Basque Fatherland and Freedom (ETA),127,0.04128738621586476
1989,Irish Republican Army (IRA),124,0.04031209362808843
1989,Kurdistan Workers' Party (PKK),83,0.026983094928478543
