iyear,gname,count,proportion
2003,Revolutionary Armed Forces of Colombia (FARC),59,0.07972972972972973
2003,Taliban,48,0.06486486486486487
2003,Liberation Tigers of Tamil Eelam (LTTE),9,0.012162162162162163
