iyear,gname,count,proportion
2002,Revolutionary Armed Forces of Colombia (FARC),91,0.11741935483870967
2002,Taliban,6,0.007741935483870968
2002,Liberation Tigers of Tamil Eelam (LTTE),3,0.003870967741935484
