iyear,gname,count,proportion
1995,Kurdistan Workers' Party (PKK),118,0.09424920127795527
1995,Basque Fatherland and Freedom (ETA),35,0.027955271565495207
1995,Shining Path (SL),20,0.01597444089456869
1995,Irish Republican Army (IRA),4,0.003194888178913738
