iyear,gname,count,proportion
2017,Islamic State of Iraq and the Levant (ISIL),1020,0.18650575973669775
2017,Taliban,602,0.11007496800146278
2017,Al-Shabaab,525,0.09599561162918267
2017,New People's Army (NPA),310,0.05668312305723167
2017,Boko Haram,298,0.054488937648564634
