iyear,gname,count,proportion
1973,Irish Republican Army (IRA),109,0.33746130030959753
1973,Protestant extremists,34,0.10526315789473684
1973,Ulster Volunteer Force (UVF),26,0.0804953560371517
1973,Palestinians,6,0.018575851393188854
1973,Basque Fatherland and Freedom (ETA),2,0.006191950464396285
