iyear,gname,count,proportion
2015,Taliban,1030,0.14078731547293602
2015,Islamic State of Iraq and the Levant (ISIL),945,0.12916894477856752
2015,Boko Haram,486,0.06642974302897758
2015,Al-Shabaab,330,0.045106615636960085
2015,New People's Army (NPA),304,0.04155276107162384
