iyear,gname,count,proportion
2001,Revolutionary Armed Forces of Colombia (FARC),36,0.03632694248234107
2001,Liberation Tigers of Tamil Eelam (LTTE),25,0.025227043390514632
2001,Taliban,4,0.004036326942482341
