iyear,gname,count,proportion
1988,Farabundo Marti National Liberation Front (FMLN),347,0.13203957382039574
1988,Shining Path (SL),266,0.10121765601217655
1988,Irish Republican Army (IRA),132,0.0502283105022831
1988,Basque Fatherland and Freedom (ETA),82,0.03120243531202435
1988,Kurdistan Workers' Party (PKK),20,0.0076103500761035
