iyear,gname,count,proportion
1994,Kurdistan Workers' Party (PKK),165,0.095707656612529
1994,Irish Republican Army (IRA),144,0.08352668213457076
1994,Shining Path (SL),70,0.04060324825986079
1994,Basque Fatherland and Freedom (ETA),38,0.022041763341067284
