iyear,gname,count,proportion
2011,Taliban,188,0.11373260738052027
2011,Boko Haram,125,0.07562008469449485
2011,Al-Shabaab,105,0.06352087114337568
2011,New People's Army (NPA),41,0.024803387779794312
