iyear,gname,count,proportion
1971,Irish Republican Army (IRA),60,0.17191977077363896
1971,Protestant extremists,4,0.011461318051575931
1971,Ulster Volunteer Force (UVF),3,0.008595988538681949
1971,Basque Fatherland and Freedom (ETA),2,0.0057306590257879654
