iyear,gname,count,proportion
1977,Irish Republican Army (IRA),108,0.14979195561719832
1977,Basque Fatherland and Freedom (ETA),47,0.0651872399445215
1977,Ulster Volunteer Force (UVF),10,0.013869625520110958
1977,Palestinians,4,0.005547850208044383
1977,Protestant extremists,4,0.005547850208044383
