iyear,gname,count,proportion
1976,Irish Republican Army (IRA),90,0.15845070422535212
1976,Protestant extremists,35,0.061619718309859156
1976,Ulster Volunteer Force (UVF),25,0.04401408450704225
1976,Basque Fatherland and Freedom (ETA),12,0.02112676056338028
1976,Palestinians,2,0.0035211267605633804
