iyear,gname,count,proportion
1985,Farabundo Marti National Liberation Front (FMLN),404,0.20281124497991967
1985,Shining Path (SL),235,0.1179718875502008
1985,Basque Fatherland and Freedom (ETA),88,0.04417670682730924
1985,Irish Republican Army (IRA),50,0.025100401606425703
