iyear,gname,count,proportion
2008,Taliban,214,0.13595933926302414
2008,Communist Party of India - Maoist (CPI-Maoist),112,0.07115628970775095
2008,Tehrik-i-Taliban Pakistan (TTP),88,0.05590851334180432
2008,Revolutionary Armed Forces of Colombia (FARC),79,0.05019059720457433
2008,Liberation Tigers of Tamil Eelam (LTTE),68,0.043202033036848796
