eventid,extended,enc_country,enc_region,enc_province,latitude,longitude,specificity,vicinity,doubtterr,multiple,success,suicide,enc_attacktype,enc_target,enc_nationality,enc_group,guncertain1,individual,enc_weapon_type,enc_weapon_subtype,killed,wounded,property,hostages/kidnapping,ransom,cross_border,ideological_international,INT_MISC,attack_date,unique_id,enc_city,enc_target_type,enc_target_subtype,enc_target_entity
197001060001,0,217,1,102,39.758968,-104.876305,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-01-06,5,409,9,46,379
197001090001,0,217,1,281,42.331685,-83.047924,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-01-09,6,417,6,25,3545
197001270002,0,217,1,325,41.241996,-82.615241,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,18.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-01-27,22,994,6,25,4389
197002010001,0,217,1,332,45.511795,-122.675629,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-02-01,27,1115,6,25,4383
197002150001,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-02-15,46,982,2,5,913
197002160004,0,217,1,71,37.755363,-122.443352,1.0,0,0.0,1.0,0,0,0,3,93,Left-Wing Militants,0.0,0,3,4.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-02-16,48,1225,12,68,4284
197002200001,0,217,1,103,41.763325,-72.674069,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-02-20,53,607,6,35,4997
197002210003,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,0,0,3,3,93,Left-Wing Militants,1.0,0,4,20.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-02-21,58,982,12,65,908
197002210004,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,1.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-02-21,59,982,9,46,375
197002230005,0,217,1,26,32.222232,-110.925752,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-02-23,68,1402,9,43,4379
197003010006,0,217,1,102,38.864281,-104.778412,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-03-01,74,355,9,43,4376
197003010008,0,217,1,102,40.014986,-105.270546,1.0,0,0.0,0.0,1,0,2,3,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-03-01,76,226,12,67,3745
197003030002,0,217,1,102,39.758968,-104.876305,1.0,0,1.0,0.0,1,0,2,14,-1,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,-9,1970-03-03,78,409,13,98,1652
197003040001,0,217,1,71,37.791927,-122.225906,1.0,0,0.0,0.0,0,0,2,4,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-03-04,80,1003,9,43,3410
197003040003,0,217,1,102,39.758968,-104.876305,1.0,0,1.0,0.0,1,0,2,14,-1,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,-9,1970-03-04,81,409,13,98,1652
197003050001,0,217,1,463,47.610786,-122.331306,1.0,0,1.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-03-05,82,1297,6,25,5002
197003050002,0,217,1,102,39.758968,-104.876305,1.0,0,1.0,0.0,1,0,2,14,-1,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,-9,1970-03-05,83,409,13,98,1652
197003100002,0,217,1,265,38.563122,-76.078063,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,1.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-03-10,92,263,6,35,1349
197003140003,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,0,0,2,4,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-03-14,102,982,9,43,382
197003140004,1,217,1,71,33.766725,-118.192399,1.0,0,0.0,0.0,1,0,4,4,93,Left-Wing Militants,0.0,0,3,3.0,0.0,0.0,0,1.0,0.0,-9,-9,0,1970-03-14,103,806,9,44,4244
197003210001,0,217,1,122,38.908642,-77.015381,1.0,0,0.0,0.0,0,0,2,2,93,Left-Wing Militants,0.0,0,1,9.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-03-21,109,1476,6,27,3852
197003300001,0,217,1,190,40.85122,-90.864369,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,18.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-03-30,120,205,6,25,4386
197003300002,0,217,1,154,32.3575,-84.95623,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-03-30,121,525,9,43,3187
197003310003,0,217,1,122,38.908642,-77.015381,1.0,0,0.0,0.0,0,0,2,2,93,Left-Wing Militants,0.0,0,1,9.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-03-31,123,1476,6,26,1178
197004020002,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,0,0,2,1,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-04-02,128,982,2,5,918
197004040001,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,1.0,0,0,2,1,73,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-04-04,130,982,2,5,486
197004040002,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,1.0,0,0,2,14,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-04-04,131,982,13,75,7
197004110001,0,217,1,71,32.715695,-117.161719,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-11,139,1223,9,43,2227
197004210002,0,217,1,71,34.097866,-118.407379,1.0,0,0.0,0.0,1,0,3,1,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-21,156,811,2,5,633
197004220006,0,217,1,71,34.062685,-117.163181,1.0,0,0.0,0.0,1,0,3,8,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-22,162,1158,3,84,78
197004240003,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-24,169,982,9,46,386
197004250001,0,209,10,196,41.106178,28.689863,1.0,0,0.0,0.0,1,0,2,6,43,Palestinians,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,1,0,1,1970-04-25,171,660,1,2,1379
197004250003,0,217,1,342,40.008171,-75.13549,1.0,0,0.0,0.0,1,0,3,8,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-04-25,172,1078,3,84,3429
197004250004,0,217,1,281,42.7375,-84.483779,1.0,0,0.0,1.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-25,173,457,2,5,1385
197004250005,0,217,1,281,42.7375,-84.483779,1.0,0,0.0,1.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-25,174,457,2,5,1616
197004250006,0,217,1,281,42.7375,-84.483779,1.0,0,0.0,1.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-04-25,175,457,2,5,1384
197004260003,0,217,1,282,45.031807,-93.336547,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-04-26,178,1184,6,25,4126
197004270005,0,217,1,193,42.025345,-93.620199,1.0,0,0.0,0.0,0,0,3,14,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-04-27,183,46,13,54,2706
197005010002,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-01,187,982,9,46,2580
197005040001,0,158,3,30,-25.282773,-57.63561,1.0,0,0.0,0.0,1,0,1,7,43,Palestinians,0.0,0,3,2.0,1.0,1.0,0,0.0,0.0,1,0,1,1970-05-04,194,91,5,13,5168
197005040004,0,217,1,327,35.22076,-97.446599,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-04,197,993,6,25,4394
197005040005,0,217,1,285,40.347457,-94.872909,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-05-04,198,868,9,47,5062
197005050002,0,217,1,186,46.404973,-117.009341,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-05,200,780,9,43,3296
197005050005,0,217,1,143,28.538235,-81.377389,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-05,202,1028,6,25,4457
197005060001,0,217,1,71,37.791927,-122.225906,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-06,203,1003,6,25,4390
197005060002,0,217,1,463,46.143582,-122.925645,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-05-06,204,807,9,43,2862
197005060003,0,217,1,342,40.336585,-75.927843,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-05-06,205,1156,9,43,4886
197005060004,0,217,1,332,45.511795,-122.675629,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-06,206,1115,6,25,1573
197005060005,0,217,1,71,33.73787,-118.284664,1.0,0,0.0,0.0,0,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-05-06,207,1248,9,43,4292
197005060006,0,217,1,332,45.511795,-122.675629,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-06,208,1115,6,25,4377
197005080001,0,217,1,103,41.356445,-72.096469,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-08,210,980,9,43,3298
197005090002,0,217,1,71,34.097866,-118.407379,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-09,212,811,6,25,4388
197005120003,0,217,1,281,42.331685,-83.047924,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-12,218,417,6,25,4380
197005130002,0,217,1,446,40.759505,-111.888229,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-13,220,1212,9,43,5044
197005140001,0,217,1,271,42.45717,-71.064049,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-05-14,223,887,9,43,3297
197005190001,0,217,1,285,38.550245,-90.332723,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-19,230,11,6,25,4397
197005200002,0,217,1,342,40.20119,-77.189169,1.0,0,1.0,0.0,0,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-05-20,231,277,6,25,4382
197005270001,0,217,1,71,34.097866,-118.407379,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-27,240,811,6,25,4398
197005280002,0,217,1,26,33.44826,-112.075774,1.0,0,0.0,0.0,0,0,2,2,93,Left-Wing Militants,0.0,0,1,15.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-05-28,244,1080,6,25,4898
197005290005,0,217,1,71,32.715695,-117.161719,1.0,1,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,8,,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-29,249,1223,9,44,4968
197005300001,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-05-30,250,982,2,12,1085
197006010001,0,11,3,443,,,5.0,0,0.0,0.0,1,0,1,2,4,Montoneros (Argentina),0.0,0,3,2.0,1.0,0.0,0,0.0,0.0,0,0,0,1970-06-01,251,1418,6,26,1527
197006030001,0,217,1,332,45.511795,-122.675629,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-06-03,252,1115,6,25,4377
197006080002,0,217,1,71,37.791927,-122.225906,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-06-08,261,1003,9,47,349
197006090007,0,217,1,190,40.946915,-90.364659,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-06-09,266,546,6,25,4393
197006230003,0,217,1,71,37.755363,-122.443352,1.0,0,0.0,0.0,0,0,2,4,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-06-23,280,1225,9,46,4876
197006260001,0,603,8,319,55.011562,-7.312045,1.0,0,0.0,0.0,0,0,0,17,65,Irish Republican Army (IRA),0.0,0,4,,5.0,,1,0.0,0.0,0,0,1,1970-06-26,283,805,16,92,31
197006270001,0,603,8,319,55.011562,-7.312045,1.0,0,0.0,0.0,1,0,0,14,65,Irish Republican Army (IRA),0.0,0,3,5.0,3.0,,0,0.0,0.0,0,0,1,1970-06-27,284,805,13,79,5204
197006270002,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,0,14,65,Irish Republican Army (IRA),0.0,0,3,5.0,1.0,,0,0.0,0.0,0,0,1,1970-06-27,285,172,13,79,4167
197006270003,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,0,14,65,Irish Republican Army (IRA),0.0,0,3,5.0,1.0,,0,0.0,0.0,0,0,1,1970-06-27,286,172,13,79,2389
197006270004,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,0,15,65,Ulster Volunteer Force (UVF),0.0,0,3,5.0,3.0,1.0,0,0.0,0.0,0,0,1,1970-06-27,287,172,14,64,4530
197006290002,0,217,1,470,43.118461,-87.902289,1.0,0,0.0,0.0,0,0,2,1,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-06-29,290,1486,2,5,5166
197007040002,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-04,302,982,9,47,395
197007090002,0,217,1,190,42.039274,-87.859977,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-09,308,415,6,25,4392
197007140002,0,217,1,307,40.697132,-73.931351,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-07-14,311,982,9,46,2995
197007160002,0,217,1,307,40.697132,-73.931351,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-07-16,313,982,9,46,2996
197007160003,0,217,1,282,44.943829,-93.093326,1.0,1,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-07-16,314,1331,6,25,1196
197007180001,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-18,316,982,2,5,692
197007210003,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,0.0,1,0,2,3,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-21,318,982,12,67,4560
197007210004,0,217,1,470,43.064388,-87.966202,1.0,0,1.0,0.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,15.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-21,319,906,2,5,4484
197007220002,0,217,1,470,43.064388,-87.966202,1.0,0,1.0,0.0,1,0,2,21,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-22,321,906,20,57,1753
197007220003,0,217,1,304,39.933449,-75.106743,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-07-22,322,264,9,46,381
197007230002,0,217,1,71,34.097866,-118.407379,1.0,0,1.0,0.0,1,0,2,2,93,Left-Wing Militants,1.0,0,1,17.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-23,323,811,6,25,760
197007270004,0,217,1,71,37.755363,-122.443352,1.0,0,0.0,1.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-27,329,1225,9,43,348
197007270005,0,217,1,71,37.755363,-122.443352,1.0,0,0.0,1.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-07-27,330,1225,9,43,372
197008050001,0,217,1,470,43.064388,-87.966202,1.0,0,1.0,0.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-08-05,339,906,2,50,5238
197008070002,0,217,1,265,39.26931,-76.503519,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-08-07,342,449,6,25,1373
197008110001,0,603,8,319,54.077313,-6.608787,1.0,0,0.0,0.0,1,0,2,3,65,Irish Republican Army (IRA),0.0,0,1,15.0,2.0,,1,0.0,0.0,0,0,1,1970-08-11,346,381,12,68,4264
197008170002,0,217,1,282,44.964985,-93.260193,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,28.0,0.0,1.0,1,0.0,0.0,-9,-9,0,1970-08-17,349,909,9,43,344
197008200002,0,217,1,265,39.464791,-76.829198,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-08-20,352,1163,6,25,4019
197008220002,0,217,1,265,39.308342,-76.616104,1.0,0,0.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-08-22,357,132,9,47,3311
197008250002,0,217,1,271,42.505832,-71.19376,1.0,0,0.0,0.0,1,0,3,3,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-08-25,359,247,12,65,721
197008280002,0,217,1,71,37.90118,-122.061628,1.0,0,1.0,0.0,1,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-08-28,362,1470,9,43,3301
197008290003,0,217,1,71,37.90118,-122.061628,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-08-29,364,1470,6,35,3272
197008290004,0,217,1,71,33.946154,-118.082952,1.0,0,1.0,0.0,0,0,2,2,93,Left-Wing Militants,1.0,0,1,28.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-08-29,365,1272,6,25,760
197009020003,0,217,1,71,37.432805,-121.897259,1.0,0,1.0,1.0,1,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-09-02,371,905,2,50,1644
197009030001,0,217,1,71,37.548148,-121.988566,1.0,0,1.0,1.0,0,0,2,1,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-09-03,372,533,2,50,1801
197009040003,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,0,0,2,17,65,Irish Republican Army (IRA),0.0,0,1,16.0,1.0,,1,0.0,0.0,0,0,1,1970-09-04,374,172,16,92,3114
197009040004,0,217,1,470,43.064388,-87.966202,1.0,0,0.0,0.0,0,0,2,1,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-09-04,375,906,2,40,2789
197009040005,0,217,1,71,33.745573,-117.867834,1.0,0,1.0,1.0,0,0,2,2,93,Left-Wing Militants,1.0,0,1,28.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-09-04,376,1263,6,35,3514
197009050002,0,217,1,71,34.097866,-118.407379,1.0,0,1.0,1.0,0,0,2,2,93,Left-Wing Militants,0.0,0,1,28.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-09-05,378,811,6,35,1991
197009300001,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,0,14,65,Protestant extremists,0.0,0,3,5.0,1.0,,0,0.0,0.0,-9,-9,1,1970-09-30,396,172,13,79,1243
197010280001,0,217,1,143,27.19999,-80.255359,1.0,0,1.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-10-28,430,1339,6,35,3015
197010280002,0,217,1,470,43.111261,-87.898632,1.0,0,0.0,0.0,1,0,2,3,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-10-28,431,1486,12,67,5167
197010290001,0,217,1,71,33.62905,-117.691249,1.0,0,0.0,0.0,0,0,3,4,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-10-29,432,483,9,43,2990
197010300001,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,1.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-10-30,433,982,9,43,4993
197010300002,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,1.0,1,0,2,3,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-10-30,434,982,12,65,3759
197010300003,0,217,1,307,40.697132,-73.931351,1.0,0,0.0,1.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,31.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-10-30,435,982,9,43,383
197010300004,0,217,1,307,40.697132,-73.931351,1.0,0,1.0,0.0,0,0,2,20,93,Left-Wing Militants,0.0,0,1,17.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-10-30,436,982,19,-1,-1
197011020001,0,11,3,63,-34.61768,-58.444435,1.0,0,0.0,0.0,1,0,0,14,4,Montoneros (Argentina),0.0,0,3,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1970-11-02,439,242,13,36,2468
197011020002,0,11,3,63,-34.864823,-57.908519,1.0,0,0.0,0.0,1,0,0,14,4,Montoneros (Argentina),0.0,0,3,2.0,0.0,0.0,1,0.0,0.0,0,0,0,1970-11-02,440,495,13,99,978
197011120002,0,217,1,190,41.842602,-87.681229,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,20.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-11-12,445,317,6,25,5162
197011160002,0,603,8,319,54.607712,-5.95621,1.0,0,0.0,0.0,1,0,0,14,65,Irish Republican Army (IRA),0.0,0,3,5.0,2.0,,0,0.0,0.0,0,0,1,1970-11-16,452,172,13,79,402
197011180001,0,217,1,143,27.807403,-82.689767,1.0,0,0.0,0.0,1,0,3,3,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-11-18,453,1332,12,67,4533
197011210003,0,217,1,332,45.511795,-122.675629,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,28.0,0.0,1.0,1,0.0,0.0,-9,-9,0,1970-11-21,459,1115,6,25,4030
197011220002,0,217,1,143,27.771185,-82.639319,1.0,0,1.0,0.0,0,0,2,20,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,0,0.0,0.0,-9,-9,0,1970-11-22,461,1332,19,-1,-1
197012160003,0,217,1,143,26.011201,-80.14949,1.0,0,0.0,0.0,1,0,3,2,93,Left-Wing Militants,0.0,0,4,19.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-12-16,479,624,6,25,4381
197012180001,0,217,1,71,37.54703,-122.314834,1.0,0,0.0,0.0,1,0,2,2,93,Left-Wing Militants,0.0,0,1,16.0,0.0,0.0,-9,0.0,0.0,-9,-9,0,1970-12-18,481,1244,6,25,707
197012220001,0,217,1,470,43.113655,-87.900289,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,14.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-12-22,482,1486,9,47,4842
197012270001,0,217,1,154,33.655968,-84.448957,1.0,0,0.0,0.0,1,0,2,4,93,Left-Wing Militants,0.0,0,1,17.0,0.0,1.0,1,0.0,0.0,-9,-9,0,1970-12-27,485,350,9,46,378
197012310002,0,217,1,71,34.06857,-118.027606,1.0,0,1.0,0.0,1,0,2,2,93,Left-Wing Militants,1.0,0,1,16.0,0.0,0.0,1,0.0,0.0,-9,-9,0,1970-12-31,490,475,6,35,3273
