iyear,gname,count,proportion
2016,Islamic State of Iraq and the Levant (ISIL),1164,0.18348045397225726
2016,Taliban,747,0.11774905422446406
2016,Al-Shabaab,499,0.07865699873896595
2016,Boko Haram,213,0.0335750315258512
2016,New People's Army (NPA),156,0.02459016393442623
