iyear,gname,count,proportion
1986,Shining Path (SL),358,0.2048054919908467
1986,Farabundo Marti National Liberation Front (FMLN),169,0.09668192219679633
1986,Basque Fatherland and Freedom (ETA),98,0.05606407322654462
1986,Irish Republican Army (IRA),38,0.021739130434782608
1986,Kurdistan Workers' Party (PKK),1,0.0005720823798627002
