iyear,gname,count,proportion
1982,Farabundo Marti National Liberation Front (FMLN),275,0.19855595667870035
1982,Shining Path (SL),235,0.16967509025270758
1982,Basque Fatherland and Freedom (ETA),104,0.07509025270758123
1982,Irish Republican Army (IRA),53,0.038267148014440436
