iyear,gname,count,proportion
1987,Shining Path (SL),441,0.19530558015943314
1987,Farabundo Marti National Liberation Front (FMLN),201,0.08901682905225863
1987,Irish Republican Army (IRA),75,0.033215234720992026
1987,Basque Fatherland and Freedom (ETA),62,0.02745792736935341
1987,Kurdistan Workers' Party (PKK),5,0.0022143489813994687
