iyear,gname,count,proportion
1979,Irish Republican Army (IRA),196,0.1276872964169381
1979,Basque Fatherland and Freedom (ETA),159,0.10358306188925082
1979,Palestinians,98,0.06384364820846905
1979,Protestant extremists,10,0.006514657980456026
1979,Ulster Volunteer Force (UVF),5,0.003257328990228013
