iyear,gname,count,proportion
2006,Taliban,150,0.16339869281045752
2006,Liberation Tigers of Tamil Eelam (LTTE),147,0.16013071895424835
2006,Revolutionary Armed Forces of Colombia (FARC),25,0.027233115468409588
2006,Communist Party of India - Maoist (CPI-Maoist),17,0.018518518518518517
