iyear,gname,count,proportion
1990,Shining Path (SL),370,0.14143730886850153
1990,Farabundo Marti National Liberation Front (FMLN),181,0.06918960244648319
1990,Kurdistan Workers' Party (PKK),120,0.045871559633027525
1990,Irish Republican Army (IRA),104,0.039755351681957186
1990,Basque Fatherland and Freedom (ETA),80,0.03058103975535168
