iyear,gname,count,proportion
1970,Irish Republican Army (IRA),7,0.014256619144602852
1970,Palestinians,2,0.004073319755600814
1970,Protestant extremists,1,0.002036659877800407
1970,Ulster Volunteer Force (UVF),1,0.002036659877800407
