iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,gname,individual,weaptype1,nkill,property,ishostkid,attack_date
2016,2,24,0,160,5,42,-1,12.850547,124.071311,1.0,0,0.0,1,0,2,4,325,160.0,1,0,5,1.0,0,0.0,2016-02-24
2016,2,24,0,4,6,36,-1,34.52969,68.975123,1.0,0,0.0,1,0,3,14,-1,4.0,3,0,6,2.0,1,0.0,2016-02-24
2016,2,25,1,4,6,86,-1,36.041875,65.014133,2.0,0,0.0,1,0,6,14,6,4.0,3,0,5,2.0,0,1.0,2016-02-25
2016,2,25,0,4,6,66,-1,36.092529,68.524818,1.0,0,0.0,1,0,2,14,6,4.0,3,0,5,1.0,0,0.0,2016-02-25
2016,2,25,0,160,5,29,-1,9.34203,125.516331,1.0,0,0.0,1,0,7,1,-1,160.0,1,0,8,0.0,1,0.0,2016-02-25
2016,2,25,0,160,5,71,-1,13.046774,123.687589,1.0,0,0.0,1,0,2,4,515,160.0,1,0,5,0.0,0,0.0,2016-02-25
2016,2,26,0,160,5,29,-1,8.869808,125.42743,2.0,0,0.0,1,0,2,4,-1,160.0,1,0,5,0.0,0,0.0,2016-02-26
2016,2,26,0,160,5,35,-1,7.189447,124.92525,1.0,0,0.0,1,0,3,3,50,160.0,1,0,6,0.0,1,0.0,2016-02-26
2016,2,27,0,4,6,98,-1,36.218312,65.933251,2.0,0,1.0,1,0,2,3,423,4.0,3,0,5,4.0,0,0.0,2016-02-27
2016,2,27,0,4,6,3,-1,31.589827,64.337952,1.0,0,0.0,1,0,3,3,50,4.0,3,0,6,2.0,1,0.0,2016-02-27
2016,2,27,0,182,11,9,10,2.059819,45.326115,1.0,0,0.0,1,0,2,4,253,422.0,2,0,6,1.0,-9,0.0,2016-02-27
2016,2,27,0,4,6,98,455,36.217655,65.933037,1.0,0,1.0,1,0,2,19,-1,4.0,3,0,5,7.0,0,0.0,2016-02-27
2016,2,28,0,4,6,20,-1,36.956597,69.162425,2.0,0,0.0,1,0,3,4,253,4.0,3,0,6,7.0,1,0.0,2016-02-28
2016,2,28,0,182,11,2,2,3.115641,43.64658,1.0,0,1.0,1,0,3,14,6,182.0,2,0,6,16.0,1,0.0,2016-02-28
2016,2,29,0,4,6,26,1535,34.872099,71.230408,3.0,0,0.0,1,0,2,14,591,4.0,3,0,6,1.0,1,0.0,2016-02-29
2016,3,1,0,160,5,109,-1,16.751296,122.028561,1.0,0,0.0,1,0,2,4,325,160.0,1,0,5,0.0,0,0.0,2016-03-01
2016,3,1,0,182,11,16,-1,5.196882,47.836901,2.0,0,1.0,1,0,2,14,591,182.0,2,0,6,5.0,0,0.0,2016-03-01
2016,3,1,0,182,11,13,-1,2.050931,45.154106,1.0,0,0.0,1,0,3,4,276,182.0,2,0,6,4.0,1,0.0,2016-03-01
2016,3,1,0,182,11,13,599,1.716188,44.768864,1.0,0,0.0,1,0,2,4,240,182.0,2,0,5,1.0,0,0.0,2016-03-01
2016,3,2,0,160,5,51,830,7.447439,125.802499,1.0,0,0.0,1,0,1,3,-1,160.0,1,0,5,1.0,0,0.0,2016-03-02
2016,3,3,0,182,11,13,895,2.1906,45.085501,3.0,0,1.0,1,0,3,2,-1,182.0,2,0,6,0.0,1,0.0,2016-03-03
2016,3,3,0,182,11,13,-1,2.141759,45.084984,2.0,0,1.0,1,0,3,14,1054,182.0,2,0,6,0.0,-9,0.0,2016-03-03
2016,3,3,0,182,11,13,-1,2.160046,45.117694,2.0,0,1.0,1,0,3,14,1054,182.0,2,0,6,0.0,-9,0.0,2016-03-03
2016,3,3,0,4,6,45,-1,36.781473,66.373526,2.0,0,0.0,0,0,2,3,754,4.0,3,0,5,10.0,0,0.0,2016-03-03
2016,3,3,1,4,6,100,2168,35.831245,67.333997,3.0,0,0.0,1,0,6,14,-1,4.0,3,0,5,0.0,0,1.0,2016-03-03
2016,3,3,0,182,11,5,389,-0.377561,42.502373,1.0,0,0.0,1,0,3,17,274,182.0,2,0,6,0.0,0,0.0,2016-03-03
2016,3,3,0,160,5,103,-1,11.94284,124.00737,1.0,0,0.0,1,0,3,3,50,160.0,1,0,6,0.0,1,0.0,2016-03-03
2016,3,4,0,160,5,108,-1,15.470182,120.9801,1.0,0,0.0,1,0,7,19,-1,160.0,1,0,8,0.0,1,0.0,2016-03-04
2016,3,5,1,4,6,3,-1,31.588103,64.231534,2.0,0,0.0,1,0,2,3,274,4.0,3,0,5,4.0,1,0.0,2016-03-05
2016,3,5,0,160,5,41,-1,7.386914,126.033273,2.0,0,1.0,1,0,3,20,268,160.0,1,0,6,0.0,0,0.0,2016-03-05
2016,3,5,0,4,6,3,206,32.071201,64.852349,3.0,0,1.0,0,0,2,4,308,4.0,3,0,5,45.0,0,0.0,2016-03-05
2016,3,5,0,182,11,38,1062,2.349308,42.280334,1.0,0,0.0,1,0,3,4,987,422.0,2,0,6,3.0,1,0.0,2016-03-05
2016,3,5,0,160,5,41,-1,7.387643,126.033559,2.0,1,1.0,1,0,3,4,325,160.0,1,0,6,0.0,0,0.0,2016-03-05
2016,3,7,0,182,11,34,-1,2.965495,45.528706,2.0,0,0.0,1,0,2,4,-1,422.0,2,0,5,1.0,1,0.0,2016-03-07
2016,3,7,0,160,5,22,-1,11.447279,125.491158,1.0,0,0.0,1,0,2,3,252,160.0,1,0,5,0.0,1,0.0,2016-03-07
2016,3,7,0,182,11,13,851,1.114228,44.028706,1.0,1,0.0,1,0,2,4,240,182.0,2,0,6,0.0,0,0.0,2016-03-07
2016,3,8,0,147,11,0,1156,11.22223,13.783822,1.0,0,1.0,1,0,2,4,253,147.0,0,0,5,9.0,0,0.0,2016-03-08
2016,3,8,0,182,11,5,389,-0.357847,42.54665,1.0,0,0.0,1,0,3,14,400,182.0,2,0,6,0.0,1,0.0,2016-03-08
2016,3,8,0,147,11,0,1345,11.17275,13.429547,1.0,0,1.0,1,0,2,4,253,147.0,0,0,5,9.0,0,0.0,2016-03-08
2016,3,9,1,4,6,98,-1,36.062836,65.833855,1.0,0,0.0,1,0,6,19,-1,4.0,3,0,5,0.0,0,1.0,2016-03-09
2016,3,9,0,182,11,2,-1,3.112972,43.627312,2.0,0,0.0,1,0,3,4,50,182.0,2,0,6,0.0,1,0.0,2016-03-09
2016,3,9,0,182,11,5,389,-0.357847,42.54665,1.0,0,1.0,1,0,3,14,400,182.0,2,0,6,3.0,1,0.0,2016-03-09
2016,3,9,0,160,5,73,-1,8.914457,124.784563,1.0,0,0.0,0,0,2,3,325,160.0,1,0,5,0.0,0,0.0,2016-03-09
2016,3,11,1,182,11,16,-1,4.656037,47.85524,1.0,1,0.0,1,0,6,14,-1,182.0,2,0,9,1.0,0,1.0,2016-03-11
2016,3,12,0,147,11,0,258,12.271709,14.086911,1.0,1,0.0,1,0,7,12,463,422.0,0,0,8,0.0,1,0.0,2016-03-12
2016,3,12,0,182,11,13,91,2.14383,45.118061,1.0,0,0.0,1,0,3,4,253,182.0,2,0,6,0.0,0,0.0,2016-03-12
2016,3,12,0,37,11,116,1481,11.348675,14.403603,1.0,0,0.0,1,1,3,20,268,37.0,0,0,6,2.0,0,0.0,2016-03-12
2016,3,13,0,182,11,13,277,1.789637,44.529976,1.0,0,0.0,1,0,3,4,253,182.0,2,0,6,1.0,-9,0.0,2016-03-13
2016,3,14,0,147,11,0,-1,10.769333,13.146207,1.0,1,1.0,1,0,3,17,50,147.0,0,0,6,3.0,1,0.0,2016-03-14
2016,3,14,0,147,11,0,-1,10.769333,13.146207,1.0,0,1.0,1,0,2,14,591,147.0,0,0,5,1.0,0,0.0,2016-03-14
2016,3,14,0,147,11,0,1723,10.657752,12.905499,2.0,0,0.0,1,0,3,14,591,147.0,0,0,6,9.0,1,0.0,2016-03-14
2016,3,15,0,147,11,0,0,11.840929,13.141459,1.0,0,0.0,1,0,3,4,276,147.0,0,0,6,1.0,1,0.0,2016-03-15
2016,3,15,0,160,5,103,-1,12.901781,123.246284,2.0,0,1.0,0,0,2,4,515,160.0,1,0,5,0.0,0,0.0,2016-03-15
