iyear,gname,count,proportion
2007,Taliban,196,0.19678714859437751
2007,Liberation Tigers of Tamil Eelam (LTTE),105,0.10542168674698796
2007,Revolutionary Armed Forces of Colombia (FARC),22,0.02208835341365462
2007,Communist Party of India - Maoist (CPI-Maoist),5,0.0050200803212851405
2007,Tehrik-i-Taliban Pakistan (TTP),2,0.002008032128514056
