iyear,gname,count,proportion
1981,Farabundo Marti National Liberation Front (FMLN),158,0.1372719374456994
1981,Irish Republican Army (IRA),94,0.08166811468288444
1981,Shining Path (SL),85,0.0738488271068636
1981,Basque Fatherland and Freedom (ETA),53,0.046046915725456126
