iyear,gname,count,proportion
2004,Taliban,48,0.09266409266409266
2004,Revolutionary Armed Forces of Colombia (FARC),25,0.04826254826254826
2004,Liberation Tigers of Tamil Eelam (LTTE),23,0.0444015444015444
