iyear,gname,count,proportion
2010,Communist Party of India - Maoist (CPI-Maoist),452,0.2751065124771759
2010,Taliban,239,0.14546561168594035
2010,Tehrik-i-Taliban Pakistan (TTP),143,0.08703590992087644
2010,Revolutionary Armed Forces of Colombia (FARC),113,0.06877662811929397
2010,Liberation Tigers of Tamil Eelam (LTTE),2,0.0012172854534388314
